producer_id,npn,first_name,last_name,email_address,status,agency_id,agency_name,agency_parent_id,lic_state,lic_number,lic_class,lic_status,lic_eff,lic_exp,tax_id,updated_ts
AGT_40096,8904031,Jenny,Windler,jenny.windler31@sunfield.com,ACTIVE,AGY_7120,Sunfield Risk Partners,AGY_7003,CA,LIC-56191,NON_RESIDENT,ACTIVE,2026-12-25,2028-12-25,173-13-2607,2026-09-10T19:21:00Z
AGT_40096,8904031,Jenny,Windler,jenny.windler31@sunfield.com,ACTIVE,AGY_7120,Sunfield Risk Partners,AGY_7003,GA,LIC-19796,NON_RESIDENT,ACTIVE,2026-12-24,2028-12-24,173-13-2607,2026-09-10T19:21:00Z
AGT_40097,8264674,Arno,Welch,arno.welch94@clearwater.com,active,AGY_7125,Clearwater Row Insurance Group,AGY_7000,CA,LIC-19922,RESIDENT,ACTIVE,2024-04-21,2026-04-21,715-61-1548,2026-09-10T11:56:00Z
AGT_40097,8264674,Arno,Welch,arno.welch94@clearwater.com,active,AGY_7125,Clearwater Row Insurance Group,AGY_7000,CO,LIC-14923,RESIDENT,ACTIVE,2024-11-26,2026-11-26,715-61-1548,2026-09-10T11:56:00Z
AGT_40101,3348403,Maximillian,Carroll,maximillian.carroll47@northgate.com,active,AGY_7107,Northgate Insurance Partners,AGY_7006,FL,LIC-61749,NON_RESIDENT,ACTIVE,2025-09-09,2027-09-09,364-31-9543,2026-09-10T19:13:00Z
AGT_40101,3348403,Maximillian,Carroll,maximillian.carroll47@northgate.com,active,AGY_7107,Northgate Insurance Partners,AGY_7006,OH,LIC-10386,NON_RESIDENT,ACTIVE,2025-06-04,2027-06-04,364-31-9543,2026-09-10T19:13:00Z
AGT_40113,6014612,Berenice,Kling,berenice.kling28@stonebridge.com,A,AGY_7109,Stonebridge Risk Partners,AGY_7000,OH,LIC-45602,NON_RESIDENT,ACTIVE,2025-05-13,2027-05-13,676-10-9353,2026-09-10T13:58:00Z
AGT_40113,6014612,Berenice,Kling,berenice.kling28@stonebridge.com,A,AGY_7109,Stonebridge Risk Partners,AGY_7000,AZ,LIC-38565,RESIDENT,ACTIVE,2025-06-07,2027-06-07,676-10-9353,2026-09-10T13:58:00Z
AGT_40115,1617489,Lamar,Deckow,lamar.deckow97@fair.com,A,AGY_7110,Fair Harbor Risk Partners,AGY_7001,IL,LIC-75874,RESIDENT,ACTIVE,2025-07-08,2027-07-08,380-79-8851,2026-09-10T09:06:00Z
AGT_40115,1617489,Lamar,Deckow,lamar.deckow97@fair.com,A,AGY_7110,Fair Harbor Risk Partners,AGY_7001,OH,LIC-73510,SURPLUS_LINES,ACTIVE,2026-12-07,2028-12-07,380-79-8851,2026-09-10T09:06:00Z
AGT_40116,3719199,Kenna,Halvorson,kenna.halvorson98@pinecrest.com,active,AGY_7127,Pinecrest Insurance Services,AGY_7002,NV,LIC-75127,RESIDENT,ACTIVE,2026-03-16,2028-03-16,336-33-9374,2026-09-10T15:05:00Z
AGT_40122,8520944,Jammie,Sauer,jammie.sauer24@thornbury.com,TERMINATED,AGY_7128,Thornbury Risk Partners,AGY_7003,MI,LIC-11117,RESIDENT,ACTIVE,2024-09-24,2026-09-24,179-14-3749,2026-09-10T10:47:00Z
AGT_40123,3703210,Geovanni,Goldner,geovanni.goldner17@quarry.com,active,AGY_7129,Quarry Hill Insurance,AGY_7004,WA,LIC-74004,RESIDENT,ACTIVE,2026-10-18,2028-10-18,681-86-3668,2026-09-10T17:24:00Z
AGT_40124,6272137,Roy,Walter,roy.walter87@oakhurst.com,ACTIVE,AGY_7144,Oakhurst Agency,AGY_7003,CA,LIC-61286,SURPLUS_LINES,ACTIVE,2025-06-20,2027-06-20,893-15-9313,2026-09-10T22:29:00Z
AGT_40127,1959702,Allie,Stanton,allie.stanton53@sunfield.com,active,AGY_7120,Sunfield Risk Partners,AGY_7003,CA,LIC-64213,SURPLUS_LINES,ACTIVE,2025-06-26,2027-06-26,716-37-9465,2026-09-10T09:22:00Z
AGT_40135,9802062,Delpha,Maggio,delpha.maggio44@hollyfield.com,A,AGY_7137,Hollyfield Insurance Partners,AGY_7004,WA,LIC-22296,RESIDENT,ACTIVE,2025-04-27,2027-04-27,377-34-7313,2026-09-10T14:48:00Z
AGT_40140,3481237,Damian,Kautzer,damian.kautzer44@umberfield.com,ACTIVE,AGY_7150,Umberfield Assurance,AGY_7001,TX,LIC-71497,RESIDENT,ACTIVE,2025-04-22,2027-04-22,132-32-7842,2026-09-10T13:49:00Z
AGT_40144,4909591,Reid,O'Connell,reid.oconnell74@dunmore.com,ACTIVE,AGY_7133,Dunmore Insurance Services,AGY_7000,WA,LIC-68862,RESIDENT,ACTIVE,2024-05-06,2026-05-06,226-58-4040,2026-09-10T20:30:00Z
AGT_40145,2469513,Myah,Mueller,myah.mueller56@ambleside.com,A,AGY_7155,Ambleside Insurance Services,AGY_7006,NC,LIC-11186,RESIDENT,ACTIVE,2025-09-03,2027-09-03,517-77-5046,2026-09-10T22:05:00Z
AGT_40177,2414884,Judge,Muller,judge.muller97@nightingale.com,ACTIVE,AGY_7143,Nightingale Insurance Services,AGY_7002,OH,LIC-21671,NON_RESIDENT,ACTIVE,2026-09-15,2028-09-15,807-54-8640,2026-09-10T19:56:00Z
AGT_40188,3915595,Jaylen,Grimes,jaylen.grimes38@iron.com,A,AGY_7106,Iron Gate Underwriters,AGY_7005,MI,LIC-76071,RESIDENT,ACTIVE,2026-11-23,2028-11-23,427-34-9484,2026-09-10T07:13:00Z
AGT_40189,7207346,Loy,Stracke,loy.stracke34@pinecrest.com,active,AGY_7127,Pinecrest Insurance Services,AGY_7002,NY,LIC-29916,SURPLUS_LINES,ACTIVE,2026-02-20,2028-02-20,481-82-7076,2026-09-10T15:20:00Z
AGT_40191,2503209,Cayla,King,cayla.king24@dunmore.com,ACTIVE,AGY_7133,Dunmore Insurance Services,AGY_7000,IL,LIC-92578,RESIDENT,ACTIVE,2025-04-25,2027-04-25,743-49-8704,2026-09-10T14:23:00Z
AGT_40196,4271629,Devon,Lehner,devon.lehner31@summit.com,ACTIVE,AGY_7104,Summit Ridge Underwriters,AGY_7003,GA,LIC-38090,RESIDENT,EXPIRED,2023-05-26,2025-05-26,366-25-6571,2026-09-10T12:56:00Z
AGT_40198,5479108,Jodi,Volkman,jodi.volkman83@fair.com,active,AGY_7110,Fair Harbor Risk Partners,AGY_7001,NY,LIC-58637,NON_RESIDENT,EXPIRED,2023-12-15,2025-12-15,787-65-9431,2026-09-10T06:39:00Z
AGT_40202,7836907,Bradly,Leannon,bradly.leannon59@redwood.com,ACTIVE,AGY_7111,Redwood Point Underwriters,AGY_7002,FL,LIC-48635,SURPLUS_LINES,ACTIVE,2024-10-06,2026-10-06,756-66-2425,2026-09-10T11:20:00Z
AGT_40203,1191065,Colleen,Padberg,colleen.padberg21@tamarack.com,A,AGY_7149,Tamarack Risk Partners,AGY_7000,FL,LIC-41200,NON_RESIDENT,ACTIVE,2024-03-24,2026-03-24,286-39-3391,2026-09-10T11:46:00Z
AGT_40206,6969389,Pearl,Spencer,pearl.spencer30@hollyfield.com,ACTIVE,AGY_7137,Hollyfield Insurance Partners,AGY_7004,CA,LIC-82115,RESIDENT,EXPIRED,2023-10-05,2025-10-05,685-83-4699,2026-09-10T12:49:00Z
AGT_40208,3505918,Shea,McGlynn,shea.mcglynn44@coldspring.com,active,AGY_7132,Coldspring Insurance Partners,AGY_7007,NC,LIC-54370,RESIDENT,ACTIVE,2024-11-02,2026-11-02,324-47-4173,2026-09-10T15:01:00Z
AGT_40209,2537853,Claudie,Doyle,claudie.doyle5@oakhurst.com,A,AGY_7144,Oakhurst Agency,AGY_7003,CA,LIC-19515,NON_RESIDENT,ACTIVE,2026-10-18,2028-10-18,185-42-1787,2026-09-10T19:29:00Z
AGT_40210,3583575,Unique,Renner,unique.renner9@westmoor.com,A,AGY_7123,Westmoor Insurance Partners,AGY_7006,OH,LIC-72137,RESIDENT,ACTIVE,2026-06-23,2028-06-23,660-56-8190,2026-09-10T17:07:00Z
AGT_40211,8552197,Prudence,Tillman,prudence.tillman72@blue.com,ACTIVE,AGY_7105,Blue Fern Insurance Partners,AGY_7004,AZ,LIC-59360,SURPLUS_LINES,ACTIVE,2026-04-05,2028-04-05,391-72-4144,2026-09-10T08:33:00Z
AGT_40214,1590683,Zackery,Senger,zackery.senger74@ravenswood.com,ACTIVE,AGY_7147,Ravenswood Agency,AGY_7006,CA,LIC-78073,NON_RESIDENT,ACTIVE,2025-05-12,2027-05-12,286-98-5931,2026-09-10T16:49:00Z
AGT_40221,1488999,Bertram,Weissnat,bertram.weissnat70@mosswood.com,ACTIVE,AGY_7142,Mosswood Insurance,AGY_7001,WA,LIC-13201,RESIDENT,ACTIVE,2025-07-03,2027-07-03,363-88-2416,2026-09-10T15:39:00Z
AGT_40222,7528838,Declan,Herzog,declan.herzog76@inverness.com,A,AGY_7138,Inverness Row Insurance Partners,AGY_7005,AZ,LIC-96314,RESIDENT,ACTIVE,2026-10-03,2028-10-03,693-52-9388,2026-09-10T14:30:00Z
AGT_40224,2269282,Amparo,Tillman,amparo.tillman94@summit.com,active,AGY_7104,Summit Ridge Underwriters,AGY_7003,WA,LIC-66960,NON_RESIDENT,ACTIVE,2026-06-20,2028-06-20,806-82-2010,2026-09-10T10:50:00Z
AGT_40225,5847918,Austin,Wyman,austin.wyman69@redwood.com,A,AGY_7111,Redwood Point Underwriters,AGY_7002,TX,LIC-19011,RESIDENT,EXPIRED,2023-02-20,2025-02-20,377-38-6138,2026-09-10T15:00:00Z
AGT_40226,3826526,Citlalli,Rau,citlalli.rau1@dunmore.com,ACTIVE,AGY_7133,Dunmore Insurance Services,AGY_7000,CO,LIC-19272,SURPLUS_LINES,ACTIVE,2026-05-03,2028-05-03,827-67-6911,2026-09-10T06:10:00Z
