producer_id,npn,first_name,last_name,email_address,status,agency_id,agency_name,agency_parent_id,lic_state,lic_number,lic_class,lic_status,lic_eff,lic_exp,tax_id,updated_ts
AGT_40039,5627206,Aiden,Greenfelder,aiden.greenfelder97@saltmarsh.com,TERMINATED,AGY_7148,Saltmarsh Insurance Services,AGY_7007,OR,LIC-40805,RESIDENT,EXPIRED,2022-06-06,2024-06-06,550-66-2179,2026-09-11T16:32:00Z
AGT_40055,6997348,Kristian,Lueilwitz,kristian.lueilwitz88@everly.com,ACTIVE,AGY_7134,Everly Insurance Services,AGY_7001,NV,LIC-17035,RESIDENT,ACTIVE,2026-04-09,2028-04-09,659-23-8274,2026-09-11T07:22:00Z
AGT_40055,6997348,Kristian,Lueilwitz,kristian.lueilwitz88@everly.com,ACTIVE,AGY_7134,Everly Insurance Services,AGY_7001,NY,LIC-32215,NON_RESIDENT,ACTIVE,2026-10-22,2028-10-22,659-23-8274,2026-09-11T07:22:00Z
AGT_40060,2680501,Dixie,Moen,dixie.moen80@ambleside.com,A,AGY_7155,Ambleside Insurance Services,AGY_7006,IL,LIC-97903,NON_RESIDENT,ACTIVE,2026-05-04,2028-05-04,896-36-9399,2026-09-11T07:12:00Z
AGT_40060,2680501,Dixie,Moen,dixie.moen80@ambleside.com,A,AGY_7155,Ambleside Insurance Services,AGY_7006,GA,LIC-64094,NON_RESIDENT,ACTIVE,2024-03-27,2026-03-27,896-36-9399,2026-09-11T07:12:00Z
AGT_40064,3098229,Vera,Stanton,vera.stanton30@yarrow.com,A,AGY_7153,Yarrow Risk Partners,AGY_7004,PA,LIC-94983,RESIDENT,ACTIVE,2026-06-10,2028-06-10,498-76-5617,2026-09-11T18:37:00Z
AGT_40064,3098229,Vera,Stanton,vera.stanton30@yarrow.com,A,AGY_7153,Yarrow Risk Partners,AGY_7004,AZ,LIC-92018,NON_RESIDENT,ACTIVE,2024-08-21,2026-08-21,498-76-5617,2026-09-11T18:37:00Z
AGT_40073,5704809,Kaley,Lang,kaley.lang33@everly.com,ACTIVE,AGY_7134,Everly Insurance Services,AGY_7001,CA,LIC-82730,RESIDENT,ACTIVE,2025-08-13,2027-08-13,750-43-1285,2026-09-11T06:17:00Z
AGT_40073,5704809,Kaley,Lang,kaley.lang33@everly.com,ACTIVE,AGY_7134,Everly Insurance Services,AGY_7001,OH,LIC-42728,NON_RESIDENT,ACTIVE,2026-04-05,2028-04-05,750-43-1285,2026-09-11T06:17:00Z
AGT_40077,4792569,Marty,Hayes,marty.hayes13@quillon.com,A,AGY_7146,Quillon Insurance Partners,AGY_7005,PA,LIC-23724,NON_RESIDENT,ACTIVE,2026-04-03,2028-04-03,509-33-6296,2026-09-11T10:48:00Z
AGT_40077,4792569,Marty,Hayes,marty.hayes13@quillon.com,A,AGY_7146,Quillon Insurance Partners,AGY_7005,WA,LIC-95189,NON_RESIDENT,ACTIVE,2026-08-20,2028-08-20,509-33-6296,2026-09-11T10:48:00Z
AGT_40095,6936071,Ronald,Grady,ronald.grady19@meridian.com,ACTIVE,AGY_7115,Meridian Bay Brokerage,AGY_7006,NV,LIC-56091,RESIDENT,ACTIVE,2024-12-14,2026-12-14,797-99-2000,2026-09-11T06:03:00Z
AGT_40095,6936071,Ronald,Grady,ronald.grady19@meridian.com,ACTIVE,AGY_7115,Meridian Bay Brokerage,AGY_7006,GA,LIC-47084,NON_RESIDENT,ACTIVE,2026-07-12,2028-07-12,797-99-2000,2026-09-11T06:03:00Z
AGT_40099,6963947,Corey,Lubowitz,corey.lubowitz45@harbor.com,ACTIVE,AGY_7103,Harbor Line Underwriters,AGY_7002,NC,LIC-73178,NON_RESIDENT,ACTIVE,2025-07-16,2027-07-16,731-50-2603,2026-09-11T06:02:00Z
AGT_40099,6963947,Corey,Lubowitz,corey.lubowitz45@harbor.com,ACTIVE,AGY_7103,Harbor Line Underwriters,AGY_7002,MI,LIC-58377,RESIDENT,ACTIVE,2024-10-17,2026-10-17,731-50-2603,2026-09-11T06:02:00Z
AGT_40100,4687666,Adrien,Turner,adrien.turner24@umberfield.com,active,AGY_7150,Umberfield Assurance,AGY_7001,PA,LIC-87664,NON_RESIDENT,ACTIVE,2026-04-07,2028-04-07,474-74-8070,2026-09-11T10:01:00Z
AGT_40100,4687666,Adrien,Turner,adrien.turner24@umberfield.com,active,AGY_7150,Umberfield Assurance,AGY_7001,NC,LIC-72089,RESIDENT,ACTIVE,2025-11-02,2027-11-02,474-74-8070,2026-09-11T10:01:00Z
AGT_40102,7916862,Megan,Veum,megan.veum80@larkspur.com,ACTIVE,AGY_7141,Larkspur Risk Partners,AGY_7000,NC,LIC-56829,SURPLUS_LINES,ACTIVE,2024-05-01,2026-05-01,838-24-9248,2026-09-11T14:45:00Z
AGT_40102,7916862,Megan,Veum,megan.veum80@larkspur.com,ACTIVE,AGY_7141,Larkspur Risk Partners,AGY_7000,TX,LIC-56182,NON_RESIDENT,ACTIVE,2026-11-13,2028-11-13,838-24-9248,2026-09-11T14:45:00Z
AGT_40103,5719878,Domingo,Bruen,domingo.bruen28@premier.com,ACTIVE,AGY_7101,Premier Insurance,AGY_7000,OR,LIC-82599,SURPLUS_LINES,ACTIVE,2026-09-04,2028-09-04,873-31-2744,2026-09-11T09:18:00Z
AGT_40103,5719878,Domingo,Bruen,domingo.bruen28@premier.com,ACTIVE,AGY_7101,Premier Insurance,AGY_7000,OH,LIC-83813,RESIDENT,ACTIVE,2025-09-21,2027-09-21,873-31-2744,2026-09-11T09:18:00Z
AGT_40106,5352240,Monty,Gerlach,monty.gerlach2@copperfield.com,ACTIVE,AGY_7113,Copperfield Assurance,AGY_7004,CO,LIC-77769,NON_RESIDENT,ACTIVE,2026-09-23,2028-09-23,170-99-1673,2026-09-11T11:49:00Z
AGT_40106,5352240,Monty,Gerlach,monty.gerlach2@copperfield.com,ACTIVE,AGY_7113,Copperfield Assurance,AGY_7004,IL,LIC-46799,RESIDENT,ACTIVE,2026-11-24,2028-11-24,170-99-1673,2026-09-11T11:49:00Z
AGT_40110,7615287,Adeline,Hayes,adeline.hayes71@oakhurst.com,active,AGY_7144,Oakhurst Agency,AGY_7003,GA,LIC-62283,RESIDENT,EXPIRED,2021-11-17,2023-11-17,425-58-6188,2026-09-11T10:34:00Z
AGT_40110,7615287,Adeline,Hayes,adeline.hayes71@oakhurst.com,active,AGY_7144,Oakhurst Agency,AGY_7003,TX,LIC-58268,NON_RESIDENT,ACTIVE,2026-07-14,2028-07-14,425-58-6188,2026-09-11T10:34:00Z
AGT_40121,3406790,Sammy,Wuckert,sammy.wuckert60@ambleside.com,ACTIVE,AGY_7155,Ambleside Insurance Services,AGY_7006,CO,LIC-28150,RESIDENT,ACTIVE,2026-03-01,2028-03-01,809-49-2515,2026-09-11T21:06:00Z
AGT_40125,2690079,Dedric,Jaskolski,dedric.jaskolski96@coldspring.com,ACTIVE,AGY_7132,Coldspring Insurance Partners,AGY_7007,NV,LIC-46770,SURPLUS_LINES,ACTIVE,2024-12-17,2026-12-17,624-52-1536,2026-09-11T18:43:00Z
AGT_40126,6092716,Candace,Schmeler,candace.schmeler21@saltmarsh.com,A,AGY_7148,Saltmarsh Insurance Services,AGY_7007,OR,LIC-18223,RESIDENT,EXPIRED,2022-05-04,2024-05-04,695-97-3714,2026-09-11T19:57:00Z
AGT_40130,7776374,Abdiel,Stroman,abdiel.stroman72@birchwood.com,A,AGY_7131,Birchwood Insurance Partners,AGY_7006,PA,LIC-28096,LIMITED_LINES,ACTIVE,2026-01-25,2028-01-25,685-50-8036,2026-09-11T18:23:00Z
AGT_40133,6351854,Karlee,Buckridge,karlee.buckridge33@yarrow.com,ACTIVE,AGY_7153,Yarrow Risk Partners,AGY_7004,NY,LIC-93679,NON_RESIDENT,ACTIVE,2026-08-12,2028-08-12,713-35-2388,2026-09-11T19:13:00Z
AGT_40134,1001454,Frieda,Rodriguez,frieda.rodriguez62@sunfield.com,ACTIVE,AGY_7120,Sunfield Risk Partners,AGY_7003,NV,LIC-78236,RESIDENT,ACTIVE,2026-02-20,2028-02-20,410-21-5293,2026-09-11T21:21:00Z
AGT_40137,3938609,Adeline,Halvorson,adeline.halvorson29@copperfield.com,ACTIVE,AGY_7113,Copperfield Assurance,AGY_7004,FL,LIC-68677,NON_RESIDENT,EXPIRED,2021-07-16,2023-07-16,241-17-6346,2026-09-11T16:20:00Z
AGT_40138,4135442,Marie,Fay,marie.fay13@copperfield.com,ACTIVE,AGY_7113,Copperfield Assurance,AGY_7004,FL,LIC-52827,NON_RESIDENT,ACTIVE,2024-05-17,2026-05-17,647-33-3797,2026-09-11T16:09:00Z
AGT_40139,1717115,Percival,D'Amore,percival.damore72@copperfield.com,A,AGY_7113,Copperfield Assurance,AGY_7004,OH,LIC-82940,NON_RESIDENT,ACTIVE,2024-05-10,2026-05-10,325-52-7157,2026-09-11T18:33:00Z
AGT_40147,9363492,Estefania,Murray,estefania.murray96@kestrel.com,A,AGY_7140,Kestrel Brokerage,AGY_7007,GA,LIC-23860,RESIDENT,ACTIVE,2026-06-11,2028-06-11,174-11-3140,2026-09-11T08:06:00Z
AGT_40149,3570154,Kitty,Kuvalis,kitty.kuvalis52@stonebridge.com,active,AGY_7109,Stonebridge Risk Partners,AGY_7000,NV,LIC-13824,SURPLUS_LINES,ACTIVE,2025-09-04,2027-09-04,820-22-9459,2026-09-11T22:50:00Z
AGT_40152,5257888,Maureen,Rice,maureen.rice90@ellisview.com,ACTIVE,AGY_7130,Ellisview Insurance,AGY_7005,NY,LIC-24468,RESIDENT,ACTIVE,2025-11-21,2027-11-21,390-42-4449,2026-09-11T11:26:00Z
AGT_40154,2347680,Frances,Ferry,frances.ferry36@quarry.com,A,AGY_7129,Quarry Hill Insurance,AGY_7004,OH,LIC-85652,NON_RESIDENT,ACTIVE,2025-05-23,2027-05-23,578-62-1664,2026-09-11T13:54:00Z
AGT_40156,2738475,Imogene,Hartmann,imogene.hartmann97@mosswood.com,active,AGY_7142,Mosswood Insurance,AGY_7001,IL,LIC-96268,NON_RESIDENT,ACTIVE,2026-12-26,2028-12-26,878-53-8701,2026-09-11T16:15:00Z
AGT_40159,7493409,Myrtice,Prohaska,myrtice.prohaska55@nightingale.com,ACTIVE,AGY_7143,Nightingale Insurance Services,AGY_7002,NY,LIC-78775,NON_RESIDENT,ACTIVE,2025-11-16,2027-11-16,138-68-1246,2026-09-11T16:57:00Z
AGT_40162,3679634,Minnie,Nikolaus,minnie.nikolaus20@pinecrest.com,ACTIVE,AGY_7127,Pinecrest Insurance Services,AGY_7002,AZ,LIC-55077,NON_RESIDENT,ACTIVE,2025-04-14,2027-04-14,770-88-3977,2026-09-11T11:02:00Z
AGT_40167,4960050,Armand,Crist,armand.crist15@harbor.com,A,AGY_7103,Harbor Line Underwriters,AGY_7002,NV,LIC-68859,SURPLUS_LINES,EXPIRED,2021-07-15,2023-07-15,885-81-7736,2026-09-11T20:47:00Z
AGT_40168,1540445,Roland,Kuvalis,roland.kuvalis20@lakeshore.com,active,AGY_7112,Lakeshore Risk Partners,AGY_7003,CO,LIC-64435,NON_RESIDENT,ACTIVE,2025-08-28,2027-08-28,866-20-1249,2026-09-11T08:32:00Z
AGT_40169,2221058,Mariane,Hartmann,mariane.hartmann80@premier.com,A,AGY_7101,Premier Insurance,AGY_7000,GA,LIC-61932,RESIDENT,ACTIVE,2026-03-01,2028-03-01,562-31-5649,2026-09-11T15:47:00Z
AGT_40170,7782076,Brenden,Feeney,brenden.feeney23@inverness.com,ACTIVE,AGY_7138,Inverness Row Insurance Partners,AGY_7005,OH,LIC-30859,RESIDENT,ACTIVE,2024-01-22,2026-01-22,618-27-3961,2026-09-11T09:35:00Z
AGT_40172,5873560,Drake,Crist,drake.crist78@pembroke.com,TERMINATED,AGY_7145,Pembroke Insurance,AGY_7004,TX,LIC-40089,RESIDENT,ACTIVE,2026-06-08,2028-06-08,265-74-1217,2026-09-11T12:13:00Z
AGT_40174,8313575,Gabriel,Bednar,gabriel.bednar71@summit.com,active,AGY_7104,Summit Ridge Underwriters,AGY_7003,NV,LIC-36541,RESIDENT,ACTIVE,2024-02-02,2026-02-02,272-78-3046,2026-09-11T09:43:00Z
AGT_40176,4226144,Earlene,Huels,earlene.huels61@marlowe.com,ACTIVE,AGY_7121,Marlowe Insurance Partners,AGY_7004,GA,LIC-64410,RESIDENT,ACTIVE,2026-02-23,2028-02-23,312-67-1464,2026-09-11T07:21:00Z
AGT_40178,4681828,Justen,Johns,justen.johns99@hollyfield.com,ACTIVE,AGY_7137,Hollyfield Insurance Partners,AGY_7004,NC,LIC-67463,NON_RESIDENT,ACTIVE,2026-02-07,2028-02-07,814-72-9397,2026-09-11T17:19:00Z
AGT_40179,1137645,Fernando,Rippin,fernando.rippin68@stonebridge.com,ACTIVE,AGY_7109,Stonebridge Risk Partners,AGY_7000,AZ,LIC-13733,RESIDENT,ACTIVE,2024-08-05,2026-08-05,109-28-7559,2026-09-11T19:29:00Z
AGT_40180,9026571,Ashlynn,Thiel,ashlynn.thiel19@clearwater.com,TERMINATED,AGY_7125,Clearwater Row Insurance Group,AGY_7000,IL,LIC-76514,RESIDENT,ACTIVE,2024-07-27,2026-07-27,201-85-7072,2026-09-11T15:19:00Z
AGT_40181,9647056,August,Bergnaum-Haag,august.bergnaumhaag36@dunmore.com,A,AGY_7133,Dunmore Insurance Services,AGY_7000,AZ,LIC-12434,NON_RESIDENT,ACTIVE,2024-05-06,2026-05-06,280-83-4676,2026-09-11T11:40:00Z
AGT_40182,9576631,Maude,Adams,maude.adams84@pinecrest.com,active,AGY_7127,Pinecrest Insurance Services,AGY_7002,CA,LIC-85044,RESIDENT,ACTIVE,2025-06-05,2027-06-05,833-45-9657,2026-09-11T21:25:00Z
AGT_40190,4366286,Terri,Hane,terri.hane34@ambleside.com,ACTIVE,AGY_7155,Ambleside Insurance Services,AGY_7006,OH,LIC-77338,NON_RESIDENT,ACTIVE,2024-06-11,2026-06-11,853-12-2066,2026-09-11T17:28:00Z
AGT_40193,8441268,Sven,Metz,sven.metz94@redwood.com,A,AGY_7111,Redwood Point Underwriters,AGY_7002,MI,LIC-64760,RESIDENT,ACTIVE,2024-04-23,2026-04-23,765-75-5601,2026-09-11T07:46:00Z
AGT_40195,6129193,Jordan,Crooks,jordan.crooks66@umberfield.com,ACTIVE,AGY_7150,Umberfield Assurance,AGY_7001,GA,LIC-57794,SURPLUS_LINES,ACTIVE,2026-07-15,2028-07-15,704-94-2860,2026-09-11T21:48:00Z
AGT_40200,7628781,Cleo,Kulas,cleo.kulas10@tamarack.com,ACTIVE,AGY_7149,Tamarack Risk Partners,AGY_7000,FL,LIC-71051,NON_RESIDENT,ACTIVE,2024-12-08,2026-12-08,618-87-6491,2026-09-11T09:33:00Z
AGT_40201,6362314,Kent,Keeling,kent.keeling74@pinecrest.com,active,AGY_7127,Pinecrest Insurance Services,AGY_7002,WA,LIC-11558,RESIDENT,ACTIVE,2026-02-10,2028-02-10,111-19-7436,2026-09-11T11:09:00Z
AGT_40213,6220118,Tina,Hyatt,tina.hyatt75@willow.com,ACTIVE,AGY_7108,Willow Creek Risk Partners,AGY_7007,CO,LIC-25042,NON_RESIDENT,EXPIRED,2021-06-11,2023-06-11,665-84-8892,2026-09-11T21:58:00Z
AGT_40216,9854383,Breanne,Goyette,breanne.goyette35@yarrow.com,ACTIVE,AGY_7153,Yarrow Risk Partners,AGY_7004,NV,LIC-29269,RESIDENT,ACTIVE,2025-04-22,2027-04-22,488-13-9104,2026-09-11T11:11:00Z
AGT_40219,4249471,Favian,Stehr,favian.stehr8@quarry.com,ACTIVE,AGY_7129,Quarry Hill Insurance,AGY_7004,NV,LIC-77262,RESIDENT,ACTIVE,2026-01-25,2028-01-25,889-56-8623,2026-09-11T11:50:00Z
AGT_40220,8508859,Lourdes,Kulas,lourdes.kulas48@fallbrook.com,ACTIVE,AGY_7135,Fallbrook Insurance Partners,AGY_7002,TX,LIC-62438,RESIDENT,ACTIVE,2024-10-05,2026-10-05,355-37-4563,2026-09-11T17:27:00Z
